,ABT,IBM,ORCL,INTC,MO,NVS,PFE,TMUS,KO,XOM
3168,100.94533,127.60275,66.527016,29.872765,44.022793,81.878006,44.433994,120.668434,59.080753,92.6586
3169,101.020424,127.32538,65.8565,29.806416,43.614037,81.81527,44.415787,120.60698,58.67906,92.28566
3170,100.7767,127.286026,65.382,29.747442,43.44715,81.538795,44.27394,120.61316,58.561646,91.809074
3171,100.35248,127.429924,65.038445,29.416958,43.17769,81.11126,44.139355,120.30866,58.5106,91.67727
3172,100.17493,126.83889,64.63039,29.280338,43.0441,80.521545,43.844086,119.91865,58.267532,91.08898
3173,100.10759,126.65465,64.03016,28.78375,42.91901,79.895226,43.69086,119.48095,58.319035,90.07779
3174,99.7192,126.05569,63.384735,28.450554,42.62439,79.32367,43.518917,119.205345,57.992466,88.44646
3175,99.575676,124.83,62.64065,28.220829,42.454407,78.364685,43.399914,118.6614,57.67285,87.04861
3176,99.29064,124.434685,61.917183,27.895418,42.148376,77.53043,43.316387,118.29898,57.18051,85.87949
3177,98.83517,124.146416,61.331013,27.727142,41.895363,77.34762,43.240627,118.4107,56.74321,85.19882
3178,98.32201,123.5065,60.715652,27.455894,41.72582,77.334656,43.19748,117.96389,56.437103,85.213905
3179,97.834305,122.62568,60.15943,26.97586,41.32157,77.07458,43.014484,117.72789,56.025097,85.60644
3180,97.715,122.04881,60.39087,26.902613,41.12292,77.04146,43.134,117.61065,55.91572,85.4064
3181,97.67299,123.32135,60.839703,27.042732,41.151608,77.37416,43.054516,117.7405,55.863625,86.25227
3182,97.963745,124.748314,61.341812,27.226034,41.361217,77.61909,42.999676,118.012566,55.685246,88.231064
3183,97.916985,124.19683,61.443157,27.17432,41.713352,77.51711,42.806854,118.24081,55.46143,90.029434
3184,97.896225,122.65001,61.153618,26.87135,41.91791,76.97668,42.52083,118.33615,55.059006,90.989174
3185,97.734726,120.999466,60.77478,26.664764,42.025246,76.4908,42.179417,118.36347,54.65417,91.84594
3186,97.785706,120.04681,60.587994,26.246155,42.3436,76.409546,42.0011,118.23849,54.397003,92.50127
3187,97.709816,119.937386,60.541645,26.138247,42.740875,76.12207,41.795055,118.0646,54.31917,92.9032
3188,97.810356,120.426056,61.131775,26.21873,43.290577,75.95747,41.875546,117.74567,54.48365,93.30365
3189,97.53223,120.746506,61.43659,25.999561,43.554935,76.131226,41.851547,117.45388,54.458817,93.88033
3190,97.88774,121.4216,61.9029,26.037226,43.72818,76.398506,42.00132,117.397255,54.721054,94.454384
3191,98.39588,122.12132,62.388508,25.929169,44.01763,76.803696,42.130413,117.40293,55.02557,94.55014
3192,98.521454,122.84266,62.581,26.053738,44.009033,77.07405,42.131866,117.52238,54.939472,95.30058
3193,98.17839,124.438835,63.03085,26.401665,44.003765,76.97863,42.093204,117.527664,55.02442,95.57597
3194,97.35694,126.574425,63.69643,26.45595,44.042385,77.259865,42.37134,117.497086,55.041218,96.44495
3195,97.27634,128.96622,64.46403,26.540588,44.25699,77.54235,42.610546,117.63188,55.2811,97.22898
3196,97.09395,130.267,65.1815,26.746412,44.489265,77.86344,42.872673,117.78807,55.834644,98.3749
3197,96.73158,132.4622,65.996376,26.981916,44.74302,78.24661,43.224762,118.07639,56.47124,98.54238
3198,96.15104,133.76195,66.48765,27.044407,44.865738,78.64476,43.337204,118.35359,56.95249,99.225334
3199,96.53846,135.83867,67.10802,27.545652,45.24537,79.216545,43.665684,118.55348,57.54862,100.614784
3200,97.02426,137.62534,67.51709,27.777645,45.528343,79.83534,43.80409,119.3198,57.84617,101.671165
3201,97.11066,137.811,67.741295,28.04371,45.69301,80.118645,44.215504,120.00945,58.007523,102.18539
3202,96.48742,137.90633,67.79805,27.968836,45.78446,80.28205,44.2508,120.639015,57.804398,102.26909
3203,95.74761,136.86348,67.72998,27.992558,45.60333,80.44265,44.355682,120.8928,57.720737,102.73038
3204,95.66637,137.01389,67.6414,28.276535,45.538006,80.94141,44.497997,121.29618,57.656906,103.50397
3205,95.79391,138.14833,67.65889,28.327288,45.52433,81.32178,44.579025,121.78053,57.718506,104.16595
3206,95.99312,139.07559,67.887314,28.57063,45.745853,81.38839,44.773487,122.17369,57.70082,105.136284
3207,96.22873,138.73778,67.87948,28.341473,45.673798,81.828255,44.78867,122.37392,57.676163,104.82971
3208,96.6899,139.50067,68.05278,28.488874,45.35042,82.70788,44.90912,122.5932,58.021946,104.57114
3209,97.2556,140.49962,68.156815,28.979939,45.014454,83.27185,44.901703,122.62855,58.195316,104.88464
3210,97.56166,141.8931,68.26606,29.641998,44.97878,83.51745,45.214397,122.28566,58.33971,105.7726
3211,97.30497,142.89139,68.47123,30.165648,44.726303,83.453545,45.34443,122.466606,58.386974,106.08606
3212,97.34121,143.01462,68.694,30.248404,44.4124,83.751175,45.401608,122.38858,58.419388,106.20928
3213,97.91796,143.94962,68.76141,30.197443,44.249348,83.87862,45.49688,122.57549,58.34699,106.61051
3214,98.60273,144.80244,68.85798,29.914936,44.163326,84.20281,45.479343,122.62917,58.561176,106.57168
3215,98.49497,145.4793,69.0064,29.953531,44.228504,84.583275,45.539516,122.69789,58.847343,106.41879
3216,98.876205,146.42557,69.39228,30.22575,44.362614,85.22389,45.670795,122.81521,59.0978,106.20342
3217,99.252525,147.23889,69.72944,30.14853,44.677906,85.73393,45.781796,122.76239,59.492783,106.73895
3218,99.794266,147.89742,69.66613,30.01227,44.660774,86.34065,45.910522,122.762024,59.70836,107.27849
3219,99.914635,147.28088,69.774055,29.838093,44.854153,86.59715,45.905396,122.85029,59.81701,106.5572
3220,99.90154,146.98367,69.86025,29.564844,45.081184,86.79311,46.093452,123.137474,59.84249,106.16065
3221,100.0596,147.27876,69.98568,29.799314,45.344112,87.27347,46.17921,123.24564,60.080288,105.97671
3222,100.4445,148.22046,70.084625,29.94133,45.72085,87.68446,46.450306,123.461426,60.38191,106.07652
3223,100.87853,148.96255,70.30314,29.835829,45.999126,88.17215,46.609673,123.55048,60.619995,105.65748
3224,100.80322,148.51219,70.1402,29.877932,46.273785,88.732185,46.664234,123.575195,60.753136,105.04783
3225,100.848,148.39516,69.90058,29.758053,46.34003,89.04587,46.71546,123.452614,60.849182,103.71582
3226,100.887695,148.0904,69.726814,29.41552,46.52536,89.61241,46.74577,123.47808,60.757877,102.556206
3227,101.368484,148.08603,69.55533,29.180538,46.604435,90.04125,46.964554,123.34427,60.908886,102.08849
3228,101.38777,148.0082,69.51981,29.178625,46.74139,90.15531,47.10762,123.18322,60.77637,101.67696
3229,101.19027,148.07082,69.57936,29.040485,46.882187,90.19664,47.34376,122.90773,60.91018,101.41363
3230,101.4326,148.86118,69.69264,28.855255,46.887672,90.28913,47.50521,122.49927,60.883965,101.3258
3231,102.121864,149.21867,69.64711,28.790554,46.89857,90.5224,47.829784,122.2326,60.91591,101.54622
3232,102.49209,146.99953,69.53787,28.575651,46.97685,90.70085,47.950512,121.763275,60.831055,101.67847
3233,102.4934,144.68282,69.33161,28.272411,46.89098,90.509415,47.905727,121.48591,60.59888,100.94175
3234,102.55531,142.38962,69.48926,28.01196,46.992756,90.45986,47.87325,121.21426,60.55655,100.77758
3235,102.48042,141.6404,69.420616,27.40101,46.967525,90.47782,47.740433,121.036766,60.49208,101.313156
3236,102.36054,141.54439,69.506935,27.21716,46.772594,90.30967,47.72573,120.95159,60.589043,101.72749
3237,102.33071,141.20328,69.64295,27.174892,46.633446,90.20751,47.79354,120.64157,60.597885,101.60469
3238,102.171486,141.24219,69.76748,26.918268,46.59196,90.21539,47.84976,120.5578,60.651917,102.03644
3239,102.29186,141.66031,69.75201,26.714527,46.558876,90.340614,47.74521,120.35586,60.819744,103.10085
3240,102.75178,141.53348,69.49467,26.435371,46.50448,90.43026,47.63818,119.95758,60.825474,103.46576
3241,103.086044,141.16025,69.49513,26.33061,46.474323,90.43297,47.60649,119.799644,60.91158,103.35789
